Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Categoría (product.metafields.custom.categor_a),Description (product.metafields.custom.description),Edades (product.metafields.custom.edades),Ilustrator (product.metafields.custom.ilustrator),Paginas (product.metafields.custom.paginas),Tamaño (product.metafields.custom.size),Tema (product.metafields.custom.tema),Tipo (product.metafields.custom.tipo),ISBN (product.metafields.facts.isbn),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Book cover type (product.metafields.shopify.book-cover-type),Genre (product.metafields.shopify.genre),Language (product.metafields.shopify.language),Language version (product.metafields.shopify.language-version),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Schweiz,Price / Schweiz,Compare At Price / Schweiz,Included / Europa,Price / Europa,Compare At Price / Europa,Status
tateti,TaTeTi,"<p>Una niña está jugando con sus juguetes y de repente se lleva una grata sorpresa con una invitación inesperada. ¿Suerte para ti? Si no es para ti, sera para mí.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Carlos Higuera</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-3821-18-9</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>18 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>15 x 15 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,125.0,shopify,1,deny,manual,15.00,,true,true,,,,,'9789873821189,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/img-83081-0b905ec28df3448a2b16273995886662-1024-1024.webp?v=1763291213,1,,false,,,543543,,,,,,,,,,,Carlos Higuera,,"Una niña está jugando con sus juguetes y de repente se lleva una grata sorpresa con una invitación inesperada. ¿Suerte para ti? Si no es para ti, sera para mí.",,,18,15 x 15 cm,,cartoné,9789873821189,,,,,,,,,,,,g,,6.00,true,,,true,,,active
el-gran-libro-verde,El gran Libro verde,"<p>Un niño llamado Jack descubre un gran libro verde de magia en el ático y aprende todo tipo de hechizos: ¡hechizos para cambiar el aspecto de las cosas, hechizos para hacerlo viejo y gris o desaparecer por completo! Jack aprovecha al máximo sus nuevos poderes mágicos, y su pobre tía y tío están bastante desconcertados. Este cuento encantador del conocido autor británico Robert Graves está magistralmente ilustrado por Maurice Sendak, siete veces galardonado con el Premio Caldecott de Honor, ganador del National Book Award y el creador ganador de la Medalla Caldecott de Where the Wild Things Are.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Robert Graves</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Sendak Maurice</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-848-4706-19-9</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>64 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa dura</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>29 x 22 cm</td>
</tr>
</tbody></table>",Corimbo,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,485.0,shopify,1,deny,manual,30.00,,true,true,,,,,'9788484706199,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/81V4coN93yL._SL1500.jpg?v=1763291213,1,,false,,,543543,,,,,,,,,,,Robert Graves,,"Un niño llamado Jack descubre un gran libro verde de magia en el ático y aprende todo tipo de hechizos: ¡hechizos para cambiar el aspecto de las cosas, hechizos para hacerlo viejo y gris o desaparecer por completo! Jack aprovecha al máximo sus nuevos poderes mágicos, y su pobre tía y tío están bastante desconcertados. Este cuento encantador del conocido autor británico Robert Graves está magistralmente ilustrado por Maurice Sendak, siete veces galardonado con el Premio Caldecott de Honor, ganador del National Book Award y el creador ganador de la Medalla Caldecott de Where the Wild Things Are.",,Sendak Maurice,64,29 x 22 cm,,tapa dura,9788484706199,,,,,,,,,,,,g,,17.70,true,,,true,,,active
rezongones,Rezongones,"<p>¡no quiero bañarme!

¡no quiero comer!

¡no quiero dormir!

Un libro ideal para disfrutar con los rezongones de la familia.

Letra imprenta mayuscula. Edad sugerida  a partir de 3/4 años</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Marina Haller</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-3821-31-8</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa blanda</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>24 x 17 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,128.0,shopify,1,deny,manual,16.00,,true,true,,,,,'9789873821318,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/tapa-rezongones-sola1-0310078caae942202a16879921368888-1024-1024.webp?v=1763291213,1,,false,,,543543,,,,,,,,,,,Marina Haller,,"¡no quiero bañarme!

¡no quiero comer!

¡no quiero dormir!

Un libro ideal para disfrutar con los rezongones de la familia.

Letra imprenta mayuscula. Edad sugerida  a partir de 3/4 años",,,32,24 x 17 cm,,tapa blanda,9789873821318,,,,,,,,,,,,g,,5.51,true,,,true,,,active
puras-mentiras,Puras mentiras,"<p>Algunos dirán que son habladurías o supersticiones, puras mentiras que cuenta la gente para pasar el rato. Para las protagonistas de estos cuentos, en cambio, los sucesos más increíbles solo son la excusa para sumergirse en un mundo desconocido, mágico y sorprendente. ¿Existen los fantasmas, las apariciones?,¿los hechizos, los encantamientos? En los dos cuentos de este libro se explora esa línea imaginaria que separa la realidad de la fantasía. Porque en ocasiones a la verdad le gusta disfrazarse de ficción para seducirnos: la literatura es parte de ese embrujo.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Sol Silvestre</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-2566-17-3</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>64 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa blanda</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>19 x 13 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,101.0,shopify,1,deny,manual,17.00,,true,true,,,,,'9789872566173,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/tapa-puras-mentiras1-8eb82794a52d0c9d1815404137949009-1024-1024.webp?v=1763291213,1,,false,,,543543,,,,,,,,,,,Sol Silvestre,,"Algunos dirán que son habladurías o supersticiones, puras mentiras que cuenta la gente para pasar el rato. Para las protagonistas de estos cuentos, en cambio, los sucesos más increíbles solo son la excusa para sumergirse en un mundo desconocido, mágico y sorprendente. ¿Existen los fantasmas, las apariciones?,¿los hechizos, los encantamientos? En los dos cuentos de este libro se explora esa línea imaginaria que separa la realidad de la fantasía. Porque en ocasiones a la verdad le gusta disfrazarse de ficción para seducirnos: la literatura es parte de ese embrujo.",,,64,19 x 13 cm,,tapa blanda,9789872566173,,,,,,,,,,,,g,,2.90,true,,,true,,,active
una-familia-gigante,Una familia gigante,"<p>Cuando Julieta llegó a este país y empezó a ir a la escuela, sus compañeros no podían creer que siendo una gigante se llamara Julieta. Ellos pensaban que los gigantes tenían nombres raros como Burgh, Murgh. Pero la verdad es que nada que ver. La familia de Julieta es GIGANTE, sí, aunque le pasan cosas bastante similares a las que les suceden a los humanos, incluso los problemas...</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Daniela Feoli</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Paula Schenone</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-3821-12-7</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>48 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa blanda</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>19 x 13 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,106.0,shopify,1,deny,manual,16.00,,true,true,,,,,'9789873821127,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/tapa-una-familia-gigante1-ac85c443c51e6696c615404139629163-1024-1024.webp?v=1763291213,1,,false,,,543543,,,,,,,,,,,Daniela Feoli,,"Cuando Julieta llegó a este país y empezó a ir a la escuela, sus compañeros no podían creer que siendo una gigante se llamara Julieta. Ellos pensaban que los gigantes tenían nombres raros como Burgh, Murgh. Pero la verdad es que nada que ver. La familia de Julieta es GIGANTE, sí, aunque le pasan cosas bastante similares a las que les suceden a los humanos, incluso los problemas...",,Paula Schenone,48,19 x 13 cm,,tapa blanda,9789873821127,,,,,,,,,,,,g,,2.90,true,,,true,,,active
anita-el-hada-que-no-podia-volar,Anita. El hada que no podia volar,"<p>Anita era un hada muy curiosa y alegre que vivia en un pequeño hongo en el medio de un bosque. Con su mejor amigo hugo, un orugo muy divertido y escurridizo, soñaban con el dia que ambos pudieran volar. El dia en que anita iba a volar por primera vez pasó algo que cambió todos sus planes.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Andrea Martinez Mingo</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Marina Haller</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-3821-3-32</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa dura</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>24 x 25 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,280.0,shopify,1,deny,manual,17.00,,true,true,,,,,'9789873821332,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/tapa-anita-c2755f23505eb469ef17307399075889-1024-1024.webp?v=1763291212,1,,false,,,543543,,,,,,,,,,,Andrea Martinez Mingo,,"Anita era un hada muy curiosa y alegre que vivia en un pequeño hongo en el medio de un bosque. Con su mejor amigo hugo, un orugo muy divertido y escurridizo, soñaban con el dia que ambos pudieran volar. El dia en que anita iba a volar por primera vez pasó algo que cambió todos sus planes.",,Marina Haller,32,24 x 25 cm,,tapa dura,9789873821332,,,,,,,,,,,,g,,7.80,true,,,true,,,active
frutas-americanas,Frutas Americanas,"<p>“Frutas Americanas” es el tercer título de la colección “Pequeños Lectores de América”, el cual recopila frutas características de nuestro continente, las que son presentadas a los niños y las niñas de manera atractiva, con ilustraciones y frases que buscan poner en valor nuestro patrimonio natural e incentivar la lectura entre los menores.
En “Frutas Americanas” los niños y niñas conocerán datos clave de 8 pueblos de nuestro continente americano, los cuales podrán reforzar – tanto en el aula como con sus padres – con la información proveída por el glosario al final del libro.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Francisca Jiménez Bluhm</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Emilia Valle</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-956-9002-32-8</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa blanda</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>15 x 17 cm</td>
</tr>
</tbody></table>",Mis raíces,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,72.0,shopify,1,deny,manual,16.00,,true,true,,,,,'9789569002328,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/FrutasAmericanas_1296x_cf0888da-97f5-47cb-9069-f35af276014b.jpg?v=1763291212,1,,false,,,543543,,,,,,,,,,,Francisca Jiménez Bluhm,,"“Frutas Americanas” es el tercer título de la colección “Pequeños Lectores de América”, el cual recopila frutas características de nuestro continente, las que son presentadas a los niños y las niñas de manera atractiva, con ilustraciones y frases que buscan poner en valor nuestro patrimonio natural e incentivar la lectura entre los menores.
En “Frutas Americanas” los niños y niñas conocerán datos clave de 8 pueblos de nuestro continente americano, los cuales podrán reforzar – tanto en el aula como con sus padres – con la información proveída por el glosario al final del libro.",,Emilia Valle,32,15 x 17 cm,,tapa blanda,9789569002328,,,,,,,,,,,,g,,4.00,true,,,true,,,active
brujeria-en-la-escuela,Brujeria en la escuela,"<p>Nadie sospechaba que Serena era bruja ¡Ni siquiera ella! ¿Quién iba a imaginarse que cuando estaba así, pensativa, volaba de verdad? Y aunque Serena sabía hacer un montón de cosas que saben hacer las brujas (viajar a la estratósfera, por ejemplo) recién se dio cuenta de todo cuando en la escuela le hablaron de poesía. Y, entonces sí (en medio del alboroto que se armó ese día) aprendió a hacer magníficos hechizos, a volar en escoba y a disfrutar la magia de ser tan distraída.Por suerte, tiene quien la acompañe en toda esta aventura. Porque Fausto no será muy bueno haciendo rimas pero es el mejor amigo que una bruja pueda tener.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Sol Silvestre</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Mariano Martin</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-2911-38-6</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa blanda</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>21 x 23 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,186.0,shopify,1,deny,manual,18.00,,true,true,,,,,'9789872911386,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/tapa-brujeria1-ed0ab01f24e7db3a9715392914728928-1024-1024.webp?v=1763291212,1,,false,,,543543,,,,,,,,,,,Sol Silvestre,,"Nadie sospechaba que Serena era bruja ¡Ni siquiera ella! ¿Quién iba a imaginarse que cuando estaba así, pensativa, volaba de verdad? Y aunque Serena sabía hacer un montón de cosas que saben hacer las brujas (viajar a la estratósfera, por ejemplo) recién se dio cuenta de todo cuando en la escuela le hablaron de poesía. Y, entonces sí (en medio del alboroto que se armó ese día) aprendió a hacer magníficos hechizos, a volar en escoba y a disfrutar la magia de ser tan distraída.Por suerte, tiene quien la acompañe en toda esta aventura. Porque Fausto no será muy bueno haciendo rimas pero es el mejor amigo que una bruja pueda tener.",,Mariano Martin,32,21 x 23 cm,,tapa blanda,9789872911386,,,,,,,,,,,,g,,6.30,true,,,true,,,active
mas-sabe-el-diablo,Más sabe el diablo,"<p>“Más sabe el diablo por viejo….pero no siempre por diablo”, presenta cinco relatos recopilados de la tradición oral campesina, con el diablo como personaje central. Adaptados por María José Guallar e ilustrados por Cristián Garrido, nos invita a adentrarnos en el misterio de las leyendas del mundo rural chileno, donde El Coludo o Mandinga, se aleja de la clásica figura bíblica totalmente maligna y terrorífica, apareciendo como un personaje folclórico, mucho más humano y cercano a las personas, con quienes suele hacer pactos que no siempre terminan como él espera.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Maria Jose Guallar Korn</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Cristian Garrido Alfaro</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-956-9002-73-1</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>40 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa dura</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>21,5 x 21,5 cm</td>
</tr>
</tbody></table>",Mis raíces,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,333.0,shopify,1,deny,manual,22.00,,true,true,,,,,'9789569002731,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Mas-sabe-el-diablo_1512x_abbcdbaf-4b3e-4bb0-8490-930c77452d26.jpg?v=1763291212,1,,false,,,543543,,,,,,,,,,,Maria Jose Guallar Korn,,"“Más sabe el diablo por viejo….pero no siempre por diablo”, presenta cinco relatos recopilados de la tradición oral campesina, con el diablo como personaje central. Adaptados por María José Guallar e ilustrados por Cristián Garrido, nos invita a adentrarnos en el misterio de las leyendas del mundo rural chileno, donde El Coludo o Mandinga, se aleja de la clásica figura bíblica totalmente maligna y terrorífica, apareciendo como un personaje folclórico, mucho más humano y cercano a las personas, con quienes suele hacer pactos que no siempre terminan como él espera.",,Cristian Garrido Alfaro,40,"21,5 x 21,5 cm",,tapa dura,9789569002731,,,,,,,,,,,,g,,8.00,true,,,true,,,active
yo-no-fui,yo no fui,"<p>En casa se rompieron algunas cosas, pero no sabemos quién fue. ¿Quién pintó la pared? ,¿Quién regó la papilla?, ¿Lo descubrirán?</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Carlos Higuera</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-3821-17-2</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>18 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>cartoné</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>15x15 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,123.0,shopify,1,deny,manual,15.00,,true,true,,,,,'9789873821172,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/img-83051-3ebbb12296d911636416273993978676-1024-1024.webp?v=1763291212,1,,false,,,543543,,,,,,,,,,,Carlos Higuera,,"En casa se rompieron algunas cosas, pero no sabemos quién fue. ¿Quién pintó la pared? ,¿Quién regó la papilla?, ¿Lo descubrirán?",,,18,15x15 cm,,cartoné,9789873821172,,,,,,,,,,,,g,,6.00,true,,,true,,,active
animales-americanos,Animales Americanos,"<p>“Animales Americanos” es el primer libro de la colección “Pequeños Lectores de América”, la que recopila algunos animales característicos de nuestro continente los que son presentados a los niños y las niñas de manera atractiva, con ilustraciones y frases que buscan poner en valor nuestro patrimonio cultural e incentivar la lectura entre los menores.. Este libro, y la colección a la que pertenece, está dirigido a niños y niñas que están aprendiendo a leer, como un complemento a las materias curriculares establecidas. En Animales Americanos los niños y niñas conocerán datos clave de 8 animales propios de nuestro continente americano, los cuales podrán reforzar – tanto en el aula como con sus padres – con la información proveída por el glosario al final del texto.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Francisca Jiménez Bluhm</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Johanna Moroso Caro</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-956-9002-05-2</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>24 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa blanda</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>15 x 17 cm</td>
</tr>
</tbody></table>",Mis raíces,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,70.0,shopify,1,deny,manual,16.00,,true,true,,,,,'9789569002052,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/AnimalesAmericanos_1296x_6fb32985-eefd-44e4-8ebd-277064e1ce8e.jpg?v=1763291212,1,,false,,,543543,,,,,,,,,,,Francisca Jiménez Bluhm,,"“Animales Americanos” es el primer libro de la colección “Pequeños Lectores de América”, la que recopila algunos animales característicos de nuestro continente los que son presentados a los niños y las niñas de manera atractiva, con ilustraciones y frases que buscan poner en valor nuestro patrimonio cultural e incentivar la lectura entre los menores.. Este libro, y la colección a la que pertenece, está dirigido a niños y niñas que están aprendiendo a leer, como un complemento a las materias curriculares establecidas. En Animales Americanos los niños y niñas conocerán datos clave de 8 animales propios de nuestro continente americano, los cuales podrán reforzar – tanto en el aula como con sus padres – con la información proveída por el glosario al final del texto.",,Johanna Moroso Caro,24,15 x 17 cm,,tapa blanda,9789569002052,,,,,,,,,,,,g,,4.00,true,,,true,,,active
la-fila,La fila,"<p>Un día en la ciudad y muchas cosas por hacer. Pero hay algo los une sin saber.

Un momento...

Un lugar... 

Y ¡una gran confusión!</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Marina Haller</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-987-3821-3-25</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>32 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa blanda</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>24 x 17 cm</td>
</tr>
</tbody></table>",Ludico ediciones,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,128.0,shopify,1,deny,manual,16.00,,true,true,,,,,'9789873821325,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/captura-de-pantalla-2024-01-19-a-las-13-12-48-13e5a3056060270a4017083094862432-1024-1024.webp?v=1763291212,1,,false,,,543543,,,,,,,,,,,Marina Haller,,"Un día en la ciudad y muchas cosas por hacer. Pero hay algo los une sin saber.

Un momento...

Un lugar... 

Y ¡una gran confusión!",,,32,24 x 17 cm,,tapa blanda,9789873821325,,,,,,,,,,,,g,,5.50,true,,,true,,,active
las-arpilleras,Las arpilleras,"<p>Delfina Nahuenhual le enseña a Celeste cosas que ella no conocía. Juntas forjan una amistad que las llevará a un viaje por los cerros de Valparaíso para conocer a un grupo de valientes mujeres que se reúnen en torno a restos de telas, agujas e hilos con los cuales cuentan sus historias sobre familiares desaparecidos por el régimen militar, a través de sus arpilleras.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Marjorie Agosín</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Cynthia Imaña</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-956-9002-53-3</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>48 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa dura</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>20 x 27 cm</td>
</tr>
</tbody></table>",Mis raíces,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,336.0,shopify,0,deny,manual,22.00,,true,true,,,,,'9789569002533,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Arpilleras_1512x_dee8a7d4-3462-4ca0-9e7a-249dda3bb68a.jpg?v=1763291212,1,,false,,,543543,,,,,,,,,,,Marjorie Agosín,,"Delfina Nahuenhual le enseña a Celeste cosas que ella no conocía. Juntas forjan una amistad que las llevará a un viaje por los cerros de Valparaíso para conocer a un grupo de valientes mujeres que se reúnen en torno a restos de telas, agujas e hilos con los cuales cuentan sus historias sobre familiares desaparecidos por el régimen militar, a través de sus arpilleras.",,Cynthia Imaña,48,20 x 27 cm,,tapa dura,9789569002533,,,,,,,,,,,,g,,9.00,true,,,true,,,active
vuelos-y-trinos,Vuelos y Trinos,"<p>Vuelos y trinos es un poemario que presenta 20 especies de aves chilenas a través de delicadas ilustraciones y de lúdicos versos. Los niños y niñas, podrán disfrutar y conocer las particularidades de cada una de ellas con el ﬁn de que puedan valorar y apreciar la fauna de nuestro país.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Paulina Jara Straussmann</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Juanita Allende</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-956-9002-67-0</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>48 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa dura</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>20,5 x 28 cm</td>
</tr>
</tbody></table>",Mis raíces,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,360.0,shopify,1,deny,manual,23.00,,true,true,,,,,'9789569002670,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/Vuelos-y-Trinos_1512x_4dacc3ab-33c0-4504-a113-404a9fca6d8d.jpg?v=1763291212,1,,false,,,543543,,,,,,,,,,,Paulina Jara Straussmann,,"Vuelos y trinos es un poemario que presenta 20 especies de aves chilenas a través de delicadas ilustraciones y de lúdicos versos. Los niños y niñas, podrán disfrutar y conocer las particularidades de cada una de ellas con el ﬁn de que puedan valorar y apreciar la fauna de nuestro país.",,Juanita Allende,48,"20,5 x 28 cm",,tapa dura,9789569002670,,,,,,,,,,,,g,,10.00,true,,,true,,,active
asi-es-buenos-aires,Asi es Buenos AIres,"<p>Así es el homenaje que hace Sergio Eisen a su ciudad. Una divertida recorrida por lugares cautivantes por su naturaleza y por su arquitectura. Un paseo por lugares curiosos, entre pintorescos personajes de Buenos Aires.
Una divertida recorrida por lugares cautivantes por su naturaleza y por su arquitectura. Un paseo por lugares curiosos, entre pintorescos personajes de Buenos Aires.</p><table style=""width:100%""><tbody>
<tr>
<td><strong>Autor</strong></td>
<td>Sergio Eisen</td>
</tr>
<tr>
<td><strong>Ilustraciones de</strong></td>
<td>Sergio Eisen</td>
</tr>
<tr>
<td><strong>ISBN</strong></td>
<td>978-631-6606-12-9</td>
</tr>
<tr>
<td><strong>Páginas</strong></td>
<td>64 páginas</td>
</tr>
<tr>
<td><strong>Tipo</strong></td>
<td>tapa dura</td>
</tr>
<tr>
<td><strong>Tamaño</strong></td>
<td>31 x 22 cm</td>
</tr>
</tbody></table>",Calibroscopio,Media > Books > Print Books,,,true,Title,Default Title,,,,,,,,,586.0,shopify,0,deny,manual,30.00,,true,true,,,,,'9786316606129,https://cdn.shopify.com/s/files/1/0552/4075/3207/files/6316606129-1.jpg?v=1763291212,1,,false,,,543543,,,,,,,,,,,Sergio Eisen,,"Así es el homenaje que hace Sergio Eisen a su ciudad. Una divertida recorrida por lugares cautivantes por su naturaleza y por su arquitectura. Un paseo por lugares curiosos, entre pintorescos personajes de Buenos Aires.
Una divertida recorrida por lugares cautivantes por su naturaleza y por su arquitectura. Un paseo por lugares curiosos, entre pintorescos personajes de Buenos Aires.",,Sergio Eisen,64,31 x 22 cm,,tapa dura,9786316606129,,,,,,,,,,,,g,,16.11,true,,,true,,,active
